,date,problem,citationIssued,personSearch,vehicleSearch,preRace,race,gender,lat,long,policePrecinct,neighborhood
15270,2017-02-26 20:17:31,traffic,,NO,NO,Unknown,White,Male,44.9627,-93.28673,5,Steven's Square - Loring Heights
15271,2017-02-26 20:36:35,suspicious,,NO,NO,Black,Unknown,Male,44.95823569,-93.25239248,3,Midtown Phillips
15272,2017-02-26 20:37:43,suspicious,,NO,NO,Unknown,Black,Female,44.9942419,-93.31077482,4,Willard - Hay
15273,2017-02-26 20:42:49,suspicious,,NO,NO,Unknown,White,Male,44.96269,-93.27781,5,Steven's Square - Loring Heights
15274,2017-02-26 20:51:56,traffic,,NO,NO,Unknown,Latino,Male,44.94659,-93.2797,5,Lyndale
15275,2017-02-26 20:54:25,traffic,,NO,NO,Unknown,White,Female,44.94666,-93.27665,5,Lyndale
15276,2017-02-26 20:54:46,suspicious,,NO,NO,White,White,Male,44.95823569,-93.25239248,3,Midtown Phillips
15277,2017-02-26 20:59:03,suspicious,,NO,NO,Unknown,Unknown,Unknown,45.01316,-93.24734,2,Audubon Park
15278,2017-02-26 21:34:21,traffic,,NO,NO,Unknown,Asian,Male,44.93773399,-93.27727558,5,Lyndale
15279,2017-02-26 21:44:23,traffic,,NO,NO,White,White,Female,44.96297288,-93.28796791,5,Steven's Square - Loring Heights
15280,2017-02-26 21:45:23,traffic,,NO,NO,Unknown,Black,Male,45.00741388,-93.24736822,2,Windom Park
15281,2017-02-26 21:50:11,traffic,,NO,NO,Unknown,Black,Male,44.94665027,-93.27601282,5,Lyndale
15282,2017-02-26 21:59:34,suspicious,,NO,NO,Unknown,Unknown,Unknown,44.98975,-93.3184,4,Willard - Hay
15283,2017-02-26 22:05:22,traffic,,NO,NO,Unknown,Native American,Male,44.95017,-93.23474,3,Longfellow
15284,2017-02-26 22:06:26,traffic,,NO,NO,Unknown,Black,Male,45.02395,-93.29059,4,Webber - Camden
15285,2017-02-26 22:31:28,traffic,,NO,NO,Unknown,Black,Male,44.98072,-93.30965,4,Harrison
15286,2017-02-26 22:34:39,traffic,,NO,NO,Unknown,White,Male,44.9627,-93.288,5,Steven's Square - Loring Heights
15287,2017-02-26 22:45:08,suspicious,,YES,NO,Black,Black,Male,44.9987,-93.26325,2,St. Anthony West
15288,2017-02-26 22:46:59,traffic,,NO,NO,Unknown,White,Female,44.94922292,-93.26012475,3,Midtown Phillips
15289,2017-02-26 22:47:41,suspicious,,NO,NO,Unknown,Black,Female,44.94837,-93.25378,3,Powderhorn Park
15290,2017-02-26 22:48:05,traffic,,NO,NO,Unknown,White,Female,44.95554,-93.28423,5,Whittier
15291,2017-02-26 23:01:13,traffic,,NO,NO,Unknown,Black,Female,45.01317,-93.24378,2,Audubon Park
15292,2017-02-26 23:02:53,suspicious,,NO,NO,Unknown,Unknown,Unknown,44.98463602,-93.2324855,2,Marcy Holmes
15293,2017-02-26 23:05:21,traffic,,NO,NO,Unknown,Black,Female,45.01316255,-93.24822607,2,Holland
15294,2017-02-26 23:05:33,traffic,,NO,NO,Unknown,Black,Male,44.95911,-93.26511,3,Phillips West
15295,2017-02-26 23:12:00,traffic,,NO,NO,Unknown,Other,Female,45.01406587,-93.24733737,2,Audubon Park
15296,2017-02-26 23:12:44,traffic,,NO,NO,Unknown,Black,Male,45.01162845,-93.26036008,2,Holland
15298,2017-02-26 23:18:57,traffic,,NO,NO,Unknown,Asian,Male,44.94834704,-93.27880784,5,Lyndale
15299,2017-02-26 23:21:26,suspicious,,NO,NO,Unknown,Unknown,Unknown,44.96950334,-93.22027185,2,Prospect Park - East River Road
15300,2017-02-26 23:22:56,traffic,,NO,NO,Unknown,Unknown,Unknown,44.94664,-93.27537,5,Lyndale
15301,2017-02-26 23:23:21,traffic,,NO,NO,Unknown,East African,Male,44.94664,-93.27537,5,Lyndale
15302,2017-02-26 23:26:01,suspicious,,NO,NO,Unknown,Unknown,Unknown,44.97059597,-93.24981203,1,Cedar Riverside
15303,2017-02-26 23:26:07,traffic,,NO,NO,Unknown,Other,Male,45.01266897,-93.24734147,2,Windom Park
15304,2017-02-26 23:26:50,traffic,,YES,NO,Black,Black,Male,44.99913,-93.28494,4,Hawthorne
15305,2017-02-26 23:27:24,traffic,,NO,NO,Unknown,Black,Female,45.01497,-93.29685,4,Folwell
15306,2017-02-26 23:32:34,traffic,,NO,NO,Unknown,White,Female,44.94920528,-93.2880931,5,Lowry Hill East
15307,2017-02-26 23:38:01,suspicious,,NO,NO,Unknown,Unknown,Unknown,44.99911,-93.28184,4,Hawthorne
15308,2017-02-26 23:43:28,suspicious,,YES,NO,Black,Black,Male,44.9748014,-93.27660002,1,Downtown West
15309,2017-02-27 00:04:38,traffic,,NO,NO,Unknown,Unknown,Unknown,44.93679114,-93.28949281,5,East Harriet
15310,2017-02-27 00:07:26,traffic,,NO,NO,Unknown,White,Male,44.97758226,-93.2753473,1,Downtown West
15311,2017-02-27 00:13:34,suspicious,,NO,NO,Black,Unknown,Male,44.97429494,-93.26611248,1,Downtown West
15312,2017-02-27 00:15:10,traffic,,NO,NO,Unknown,Unknown,Unknown,44.9395,-93.28947,5,CARAG
15313,2017-02-27 00:20:27,traffic,,NO,NO,Unknown,White,Female,45.0126706,-93.26035592,2,Holland
15314,2017-02-27 00:21:40,traffic,,NO,NO,Unknown,White,Female,44.98657156,-93.26044339,2,Nicollet Island - East Bank
15315,2017-02-27 00:24:45,traffic,,NO,NO,White,White,Female,44.97139491,-93.21626788,2,Prospect Park - East River Road
15316,2017-02-27 00:27:37,traffic,,NO,NO,Unknown,White,Female,44.97941,-93.27727,1,Downtown West
15317,2017-02-27 00:28:32,suspicious,,NO,NO,Unknown,Unknown,Unknown,45.01316,-93.27173,2,Bottineau
15318,2017-02-27 00:33:16,traffic,,NO,NO,Unknown,East African,Female,44.98810131,-93.25454892,2,Nicollet Island - East Bank
15320,2017-02-27 00:44:06,traffic,,NO,NO,Black,Black,Male,44.99870265,-93.26667171,2,St. Anthony West
15321,2017-02-27 00:46:31,traffic,,NO,NO,Unknown,Other,Male,45.01316,-93.26619,2,Bottineau
15322,2017-02-27 00:47:23,traffic,,NO,NO,Unknown,Unknown,Unknown,44.94836,-93.2881,5,Lowry Hill East
15323,2017-02-27 00:50:44,traffic,,NO,NO,Unknown,White,Male,44.98147783,-93.26283949,1,Downtown West
15324,2017-02-27 00:59:50,traffic,,NO,NO,Unknown,Unknown,Unknown,44.94835,-93.27668,5,Whittier
15325,2017-02-27 01:03:59,traffic,,NO,NO,Unknown,Black,Male,45.01497,-93.24734,2,Holland
15326,2017-02-27 01:09:56,traffic,,NO,NO,Unknown,Latino,Male,45.00086024,-93.28182113,4,Hawthorne
15327,2017-02-27 01:10:23,traffic,,NO,NO,Unknown,Unknown,Unknown,44.9617931,-93.26765969,3,Ventura Village
15328,2017-02-27 01:20:35,traffic,,YES,YES,Unknown,Black,Male,44.9991114,-93.28101713,4,Near - North
15329,2017-02-27 01:21:50,traffic,,NO,NO,Unknown,Black,Male,45.01316196,-93.25276672,2,Holland
15330,2017-02-27 01:37:05,traffic,,NO,NO,Unknown,Black,Male,45.01316,-93.25244,2,Holland
15331,2017-02-27 01:46:18,suspicious,,YES,NO,Black,Black,Male,44.94837,-93.2525,3,East Phillips
15333,2017-02-27 02:02:05,traffic,,NO,NO,Unknown,Black,Female,45.01141,-93.30444,4,Jordan
15334,2017-02-27 02:14:00,traffic,,NO,NO,Unknown,Latino,Male,45.00392809,-93.30214193,4,Jordan
15336,2017-02-27 02:27:21,traffic,,NO,NO,Black,Black,Female,44.99870888,-93.24163178,2,Northeast Park
15337,2017-02-27 02:28:06,traffic,,NO,NO,Unknown,Latino,Male,44.95554,-93.25371,3,Midtown Phillips
15338,2017-02-27 02:33:13,traffic,,NO,YES,Black,Black,Female,44.97879442,-93.27632636,1,Downtown West
15339,2017-02-27 02:43:54,suspicious,,NO,NO,Unknown,Unknown,Unknown,44.97429494,-93.26611248,1,Downtown West
15340,2017-02-27 02:50:32,suspicious,,NO,NO,Unknown,White,Male,44.95736,-93.27024,5,Whittier
15341,2017-02-27 02:57:29,traffic,,NO,NO,Unknown,White,Male,45.01317,-93.26313,2,Holland
15342,2017-02-27 03:06:51,traffic,,NO,NO,Unknown,Black,Male,45.01684,-93.30699,4,Folwell
15343,2017-02-27 03:07:57,suspicious,,YES,YES,Unknown,Black,Male,44.94835479,-93.27348353,3,Phillips West
15344,2017-02-27 03:23:12,suspicious,,NO,NO,Unknown,Unknown,Unknown,44.94834712,-93.28052287,5,Whittier
15345,2017-02-27 03:31:00,suspicious,,YES,YES,Unknown,White,Male,45.01863,-93.30445,4,Folwell
15346,2017-02-27 03:31:12,suspicious,,NO,NO,Latino,Latino,Male,44.99870888,-93.24163178,2,Northeast Park
15347,2017-02-27 04:10:01,traffic,,NO,NO,Unknown,White,Female,44.91259,-93.23222,3,Keewaydin
15348,2017-02-27 04:11:16,suspicious,,YES,NO,Black,Black,Male,44.98969,-93.30196,4,Near - North
15349,2017-02-27 04:56:53,traffic,,YES,NO,Unknown,Black,Male,45.00601043,-93.30630926,4,Jordan
15352,2017-02-27 07:50:21,traffic,,NO,NO,Unknown,White,Male,44.9820925,-93.23815506,2,Marcy Holmes
15353,2017-02-27 08:17:55,traffic,,NO,NO,Unknown,White,Female,45.02393,-93.28654,4,McKinley
15354,2017-02-27 08:18:11,traffic,,NO,NO,Unknown,Black,Male,44.99870343,-93.26351934,2,St. Anthony West
15355,2017-02-27 08:24:07,suspicious,,NO,NO,Unknown,Unknown,Unknown,45.00862459,-93.29052419,4,Hawthorne
15356,2017-02-27 08:35:59,traffic,,NO,NO,White,White,Female,44.99870343,-93.26351934,2,St. Anthony West
15357,2017-02-27 08:36:13,traffic,,NO,NO,Unknown,White,Female,44.89150468,-93.28835632,5,Windom
15358,2017-02-27 08:41:53,traffic,,NO,NO,White,Black,Male,44.9430382,-93.27792246,5,Lyndale
15359,2017-02-27 08:54:18,traffic,,NO,NO,Unknown,White,Female,44.9986985,-93.24858695,2,St. Anthony East
15360,2017-02-27 09:21:36,suspicious,,NO,NO,Unknown,Unknown,Male,44.97062735,-93.26366193,1,Elliot Park
15361,2017-02-27 09:34:26,suspicious,,NO,NO,White,Unknown,Male,44.93318123,-93.28437279,5,King Field
15362,2017-02-27 09:36:45,traffic,,NO,NO,Unknown,White,Male,44.98132317,-93.2378487,2,Marcy Holmes
15363,2017-02-27 09:59:01,suspicious,,NO,NO,Unknown,Unknown,Unknown,44.95554,-93.25498,3,Midtown Phillips
15364,2017-02-27 10:01:32,traffic,,NO,NO,Unknown,White,Male,44.95920165,-93.27212016,5,Whittier
15365,2017-02-27 10:03:48,suspicious,,NO,NO,Unknown,White,Female,44.96690467,-93.28737525,1,Loring Park
15366,2017-02-27 10:06:57,suspicious,,NO,YES,Unknown,Unknown,Unknown,44.93057,-93.2204,3,Hiawatha
15367,2017-02-27 10:11:36,suspicious,,NO,NO,Black,Unknown,Male,44.93325126,-93.26375396,3,Bryant
15368,2017-02-27 10:37:54,suspicious,,NO,NO,White,White,Male,44.92837528,-93.30225792,5,East Harriet
15369,2017-02-27 10:39:40,traffic,,NO,NO,Unknown,White,Male,44.9845,-93.27246,1,Downtown West
15370,2017-02-27 10:49:24,traffic,,NO,NO,Unknown,Black,Male,45.01317,-93.26313,2,Holland
15372,2017-02-27 11:04:05,suspicious,,NO,NO,East African,East African,Male,44.96344654,-93.27933288,5,Steven's Square - Loring Heights
15374,2017-02-27 11:23:59,traffic,,NO,NO,Unknown,White,Male,45.01143331,-93.30759845,4,Jordan
15375,2017-02-27 11:32:16,traffic,,NO,NO,Unknown,Black,Male,45.01495,-93.29559,4,Folwell
15376,2017-02-27 11:40:48,traffic,,NO,NO,Unknown,Black,Male,44.99951,-93.29905,4,Jordan
15377,2017-02-27 11:45:19,suspicious,,NO,NO,White,White,Male,44.9483555,-93.27730268,5,Lyndale
15378,2017-02-27 11:46:50,traffic,,NO,NO,Black,Black,Male,45.01327,-93.30824,4,Folwell
15381,2017-02-27 11:49:02,suspicious,,NO,NO,White,White,Male,44.94958302,-93.27664165,5,Whittier
15383,2017-02-27 11:53:44,traffic,,NO,NO,Unknown,White,Male,45.00085958,-93.28647252,4,Hawthorne
15384,2017-02-27 12:27:20,traffic,,NO,NO,Black,Black,Male,45.02771,-93.30841,4,Victory
15385,2017-02-27 12:36:22,traffic,,NO,NO,Unknown,Native American,Female,45.01049244,-93.23716445,2,Windom Park
15386,2017-02-27 12:38:03,traffic,,NO,NO,Unknown,Black,Male,44.96269,-93.27402,5,Whittier
15389,2017-02-27 12:47:58,suspicious,,NO,NO,White,Unknown,Male,44.94581681,-93.27155345,3,Central
15390,2017-02-27 12:50:54,traffic,,NO,NO,Unknown,White,Female,45.01319948,-93.23390622,2,Audubon Park
15391,2017-02-27 12:58:50,traffic,,NO,NO,Black,Black,Female,44.95194,-93.26518,3,Phillips West
15392,2017-02-27 12:59:33,traffic,,NO,NO,Unknown,Unknown,Male,45.01406587,-93.24733737,2,Audubon Park
15393,2017-02-27 13:10:02,traffic,,NO,NO,White,White,Male,44.91956805,-93.2915106,5,East Harriet
15394,2017-02-27 13:13:11,traffic,,NO,NO,Unknown,White,Male,45.01677446,-93.24645122,2,Audubon Park
15396,2017-02-27 13:29:23,traffic,,NO,NO,Black,Black,Male,44.99869918,-93.22888045,2,Mid - City Industrial
15398,2017-02-27 13:40:38,traffic,,NO,NO,White,White,Male,44.99869938,-93.23779908,2,Mid - City Industrial
15399,2017-02-27 13:40:50,traffic,,NO,NO,White,White,Female,45.01406587,-93.24733737,2,Audubon Park
15400,2017-02-27 13:45:28,suspicious,,NO,NO,Unknown,Unknown,Unknown,44.94837,-93.22569,3,Longfellow
15401,2017-02-27 13:46:16,suspicious,,NO,NO,Unknown,Unknown,Unknown,44.95827863,-93.2282886,3,Seward
15402,2017-02-27 13:46:34,traffic,,NO,NO,Unknown,Black,Male,45.01679281,-93.24300727,2,Audubon Park
15404,2017-02-27 13:48:50,suspicious,,NO,NO,Unknown,Black,Male,45.01144,-93.30823,4,Jordan
15405,2017-02-27 13:50:43,traffic,,NO,NO,Unknown,White,Male,45.01316644,-93.26234075,2,Holland
15406,2017-02-27 13:52:25,traffic,,NO,NO,Unknown,Black,Female,45.03246022,-93.29831682,4,Webber - Camden
15407,2017-02-27 13:58:46,traffic,,NO,NO,Unknown,White,Female,45.02958578,-93.29765851,4,Webber - Camden
15408,2017-02-27 14:00:35,traffic,,NO,NO,Unknown,Black,Male,45.00025,-93.2941,4,Jordan
15409,2017-02-27 14:02:47,traffic,,NO,NO,Asian,Asian,Female,45.02037,-93.29685,4,Folwell
15410,2017-02-27 14:16:07,traffic,,NO,NO,Unknown,Black,Male,45.01677,-93.29811,4,Folwell
15414,2017-02-27 14:24:52,suspicious,,NO,NO,Unknown,Unknown,Unknown,45.00642144,-93.24736561,2,Logan Park
15416,2017-02-27 14:30:43,suspicious,,NO,NO,Unknown,Black,Male,45.02681188,-93.3147681,4,Victory
15417,2017-02-27 14:33:04,suspicious,,NO,NO,Unknown,Unknown,Unknown,44.96884812,-93.24609076,1,Cedar Riverside
15420,2017-02-27 14:54:02,suspicious,,NO,NO,Black,Black,Male,45.02772,-93.31479,4,Victory
15421,2017-02-27 14:57:13,suspicious,,NO,NO,Unknown,Other,Male,45.02213,-93.28931,4,McKinley
15422,2017-02-27 15:01:16,suspicious,,NO,NO,Unknown,Black,Male,45.00642144,-93.24736561,2,Logan Park
15423,2017-02-27 15:22:12,traffic,,NO,NO,Unknown,White,Male,45.01316644,-93.26234075,2,Holland
15424,2017-02-27 15:26:54,traffic,,NO,NO,Black,Black,Female,44.98969,-93.30196,4,Near - North
15425,2017-02-27 15:28:00,traffic,,NO,NO,Unknown,East African,Male,44.97705,-93.26656,1,Downtown West
15426,2017-02-27 15:30:33,traffic,,NO,NO,Unknown,White,Male,45.01316792,-93.26095379,2,Holland
15427,2017-02-27 15:33:09,traffic,,NO,NO,Unknown,Black,Female,44.94837,-93.2932,5,Lowry Hill East
15428,2017-02-27 15:37:25,traffic,,NO,NO,Unknown,Black,Male,44.96269,-93.27275,5,Steven's Square - Loring Heights
15429,2017-02-27 15:37:49,traffic,,NO,NO,White,White,Male,45.03554249,-93.26259018,2,Columbia Park
15431,2017-02-27 16:02:17,traffic,,NO,NO,Unknown,Black,Female,45.01266233,-93.26618596,2,Bottineau
15432,2017-02-27 16:16:50,suspicious,,NO,NO,White,White,Male,44.97650066,-93.25593685,1,Downtown East
15433,2017-02-27 16:25:02,suspicious,,YES,NO,Black,Black,Male,45.01233173,-93.30696956,4,Jordan
15434,2017-02-27 16:51:02,suspicious,,NO,NO,Unknown,Unknown,Unknown,45.00862118,-93.28925999,4,Hawthorne
15435,2017-02-27 16:53:57,suspicious,,NO,NO,Native American,Native American,Male,44.96690467,-93.28737525,1,Loring Park
15437,2017-02-27 17:15:07,suspicious,,NO,NO,Unknown,Black,Male,44.98175111,-93.23569453,2,Marcy Holmes
15439,2017-02-27 18:21:01,suspicious,,NO,NO,Black,Unknown,Male,45.01327,-93.30824,4,Folwell
15441,2017-02-27 18:47:06,traffic,,NO,NO,Unknown,Latino,Female,44.95650262,-93.24458005,3,East Phillips
15442,2017-02-27 18:51:30,traffic,,NO,NO,Unknown,White,Female,44.91055,-93.30869,5,Fulton
15443,2017-02-27 19:00:54,suspicious,,NO,NO,Unknown,Black,Female,45.00862118,-93.28925999,4,Hawthorne
15444,2017-02-27 19:01:42,suspicious,,YES,NO,Black,Black,Male,44.97845913,-93.27733144,1,Downtown West
15445,2017-02-27 19:03:33,suspicious,,NO,NO,Unknown,Unknown,Unknown,44.99422568,-93.24732269,2,Marcy Holmes
15446,2017-02-27 19:17:04,suspicious,,NO,NO,Unknown,Native American,Female,44.97837186,-93.27539854,1,Downtown West
15447,2017-02-27 19:59:16,suspicious,,NO,NO,Unknown,Other,Male,44.96825261,-93.27932986,1,Loring Park
15448,2017-02-27 20:05:59,suspicious,,YES,NO,Black,Black,Male,44.97845913,-93.27733144,1,Downtown West
15450,2017-02-27 20:29:27,suspicious,,NO,NO,Unknown,Unknown,Unknown,44.97838004,-93.27652572,1,Downtown West
15452,2017-02-27 21:17:34,traffic,,NO,NO,Unknown,Black,Male,44.94835,-93.26776,3,Central
15453,2017-02-27 21:45:09,traffic,,NO,NO,Unknown,White,Male,44.98043108,-93.23400904,2,Marcy Holmes
15454,2017-02-27 21:51:56,suspicious,,NO,NO,Unknown,East African,Female,44.98338,-93.24627,2,Marcy Holmes
15455,2017-02-27 21:57:41,suspicious,,NO,NO,Unknown,Unknown,Male,44.96423846,-93.26890885,3,Ventura Village
15456,2017-02-27 22:03:42,suspicious,,NO,NO,White,White,Female,44.94836492,-93.30019407,5,ECCO
15457,2017-02-27 22:03:57,suspicious,,YES,NO,Black,Black,Female,44.94837,-93.25123,3,East Phillips
15458,2017-02-27 22:15:35,suspicious,,NO,NO,White,White,Female,44.94836492,-93.30019407,5,ECCO
15459,2017-02-27 22:16:30,traffic,,NO,NO,Unknown,White,Female,45.01266922,-93.26312291,2,Holland
15460,2017-02-27 22:17:47,suspicious,,NO,NO,Other,Other,Female,44.95101864,-93.25756077,3,Midtown Phillips
15461,2017-02-27 22:19:07,traffic,,NO,NO,Unknown,White,Female,44.96331994,-93.2765804,5,Steven's Square - Loring Heights
15462,2017-02-27 22:24:01,traffic,,NO,NO,Unknown,Black,Male,44.96574578,-93.27657667,5,Steven's Square - Loring Heights
15463,2017-02-27 22:28:43,traffic,,NO,NO,Unknown,Black,Male,44.96269,-93.27149,5,Whittier
15464,2017-02-27 22:29:00,suspicious,,NO,NO,Unknown,Unknown,Unknown,45.01406161,-93.2968501,4,Folwell
15465,2017-02-27 22:33:39,traffic,,NO,YES,Unknown,East African,Male,44.9627,-93.28546,5,Steven's Square - Loring Heights
15466,2017-02-27 22:41:09,traffic,,NO,NO,Unknown,White,Female,44.99980466,-93.25889013,2,Sheridan
15467,2017-02-27 22:54:42,traffic,,NO,NO,Unknown,East African,Male,44.94659,-93.2797,5,Lyndale
15468,2017-02-27 22:55:36,traffic,,NO,NO,Unknown,Unknown,Male,44.95081,-93.2766,5,Whittier
15469,2017-02-27 22:59:12,traffic,,NO,NO,Unknown,White,Female,45.01406587,-93.24733737,2,Audubon Park
15470,2017-02-27 23:02:41,traffic,,NO,NO,Unknown,Black,Male,44.93412,-93.27791,5,King Field
15471,2017-02-27 23:03:01,suspicious,,NO,NO,White,White,Male,45.00778926,-93.23653216,2,Windom Park
15472,2017-02-27 23:11:38,traffic,,NO,NO,Unknown,Black,Male,44.96092014,-93.29118941,5,Lowry Hill East
15473,2017-02-27 23:11:51,traffic,,YES,YES,Unknown,Other,Male,44.9987,-93.2269,2,Mid - City Industrial
15474,2017-02-27 23:21:33,traffic,,YES,YES,Unknown,White,Male,44.9915,-93.30195,4,Near - North
15475,2017-02-27 23:23:38,traffic,,NO,NO,Unknown,Black,Male,44.95919842,-93.27592341,5,Whittier
15476,2017-02-27 23:34:01,traffic,,NO,NO,White,White,Male,44.91682,-93.30048,5,Lynnhurst
15477,2017-02-27 23:35:14,traffic,,NO,NO,Unknown,Black,Female,44.99875,-93.30443,4,Willard - Hay
15478,2017-02-27 23:36:31,traffic,,NO,NO,Unknown,Native American,Male,45.01317,-93.26465,2,Bottineau
15480,2017-02-27 23:43:54,traffic,,NO,NO,Black,Black,Male,45.01316755,-93.26388946,2,Bottineau
15481,2017-02-27 23:45:12,traffic,,NO,NO,Unknown,Black,Male,45.00035395,-93.26614612,2,Sheridan
15483,2017-02-28 00:05:05,traffic,,NO,NO,Unknown,East African,Male,45.01316,-93.26699,2,Bottineau
15484,2017-02-28 00:07:32,traffic,,NO,NO,Black,Black,Male,44.94292605,-93.27881571,5,Lyndale
15485,2017-02-28 00:12:20,traffic,,NO,NO,Black,Black,Female,44.93863463,-93.2779141,5,Lyndale
15486,2017-02-28 00:14:21,traffic,,NO,NO,Unknown,White,Male,45.01317,-93.26313,2,Holland
15487,2017-02-28 00:18:34,traffic,,NO,NO,Unknown,Black,Female,45.00642144,-93.24736561,2,Logan Park
15488,2017-02-28 00:21:18,traffic,,YES,YES,Black,Black,Male,45.00854271,-93.2654011,2,Bottineau
15490,2017-02-28 00:49:19,suspicious,,NO,NO,Unknown,Black,Female,45.01316,-93.2543,2,Holland
15491,2017-02-28 01:12:58,traffic,,NO,NO,Unknown,White,Male,44.96269289,-93.27465225,5,Whittier
15492,2017-02-28 01:14:23,traffic,,NO,NO,Unknown,East African,Male,45.01217266,-93.24823633,2,Holland
15493,2017-02-28 01:18:25,traffic,,NO,NO,Unknown,Black,Male,44.96179428,-93.27021352,5,Whittier
15496,2017-02-28 01:37:12,traffic,,YES,YES,Unknown,White,Male,44.96002038,-93.28801715,5,Whittier
15497,2017-02-28 01:46:31,suspicious,,NO,NO,Unknown,White,Male,44.95733188,-93.28739969,5,Whittier
15498,2017-02-28 01:46:55,suspicious,,NO,NO,Other,Latino,Female,44.94836452,-93.25441298,3,Powderhorn Park
15499,2017-02-28 02:17:56,suspicious,,NO,NO,Other,Other,Male,44.9592,-93.27021,5,Whittier
15500,2017-02-28 02:45:14,suspicious,,YES,NO,White,White,Male,44.99139695,-93.25119596,2,Nicollet Island - East Bank
15501,2017-02-28 02:49:57,suspicious,,NO,NO,Unknown,Native American,Male,44.95007,-93.24995,3,East Phillips
15502,2017-02-28 03:04:56,suspicious,,NO,NO,Unknown,Latino,Male,44.94837,-93.23428,3,Longfellow
15503,2017-02-28 03:24:14,suspicious,,NO,NO,Latino,Latino,Male,44.94834,-93.27969,5,Whittier
15504,2017-02-28 03:27:25,traffic,,NO,NO,Unknown,East African,Male,45.01316,-93.26619,2,Bottineau
15505,2017-02-28 03:43:31,traffic,,NO,NO,Unknown,Latino,Male,44.96273,-93.25482,3,Ventura Village
15506,2017-02-28 03:55:24,suspicious,,YES,YES,Unknown,Black,Male,45.0131,-93.28928,4,McKinley
15507,2017-02-28 04:21:52,suspicious,,YES,NO,Unknown,Black,Male,45.02045,-93.307,4,Folwell
15508,2017-02-28 04:27:18,suspicious,,YES,YES,Unknown,Black,Female,44.99059354,-93.30195912,4,Near - North
15509,2017-02-28 04:52:42,suspicious,,NO,NO,Native American,Native American,Male,44.95108135,-93.2347243,3,Longfellow
15510,2017-02-28 06:05:04,traffic,,NO,NO,Unknown,East African,Male,44.99748594,-93.28283925,4,Near - North
15512,2017-02-28 07:22:34,traffic,,NO,NO,Unknown,White,Male,45.01316127,-93.2709171,2,Bottineau
15513,2017-02-28 07:31:48,traffic,,NO,NO,Unknown,White,Male,45.01316127,-93.2709171,2,Bottineau
15514,2017-02-28 07:37:48,traffic,,NO,NO,Unknown,White,Female,45.01316755,-93.26388946,2,Bottineau
15516,2017-02-28 08:32:23,traffic,,NO,NO,Unknown,White,Male,44.99871054,-93.24353734,2,Northeast Park
15517,2017-02-28 08:33:46,traffic,,NO,NO,Unknown,White,Male,44.94926,-93.30335,5,East Isles
15518,2017-02-28 08:48:20,suspicious,,NO,NO,Unknown,Unknown,Male,44.94044308,-93.24864546,3,Powderhorn Park
15519,2017-02-28 08:50:12,traffic,,NO,NO,Unknown,East African,Male,44.95030072,-93.28798702,5,Whittier
15520,2017-02-28 08:58:42,suspicious,,NO,NO,Unknown,Unknown,Unknown,44.94381695,-93.2970498,5,CARAG
15521,2017-02-28 09:05:14,traffic,,NO,NO,Unknown,Black,Male,44.99872793,-93.2241296,2,Mid - City Industrial
15522,2017-02-28 09:25:24,traffic,,NO,NO,Other,White,Male,44.99831776,-93.25752667,2,St. Anthony West
15523,2017-02-28 09:37:06,suspicious,,NO,NO,White,White,Male,44.94834704,-93.27880784,5,Lyndale
15524,2017-02-28 09:45:45,traffic,,NO,NO,Unknown,Black,Male,44.90146,-93.28957,5,Kenny
15526,2017-02-28 10:03:59,traffic,,NO,NO,Black,Black,Male,45.00438306,-93.23597176,2,Northeast Park
15527,2017-02-28 10:12:31,traffic,,NO,NO,Black,Black,Male,44.96271,-93.25966,3,Ventura Village
15528,2017-02-28 10:24:59,traffic,,NO,NO,Unknown,Native American,Male,44.99929189,-93.24986652,2,Logan Park
15529,2017-02-28 10:27:20,suspicious,,NO,NO,White,White,Male,44.94834704,-93.27880784,5,Lyndale
15530,2017-02-28 10:31:31,suspicious,,NO,NO,Unknown,Unknown,Unknown,44.94837,-93.24869,3,Powderhorn Park
15531,2017-02-28 10:33:30,traffic,,NO,NO,Unknown,East African,Male,44.95463819,-93.27964542,5,Whittier
15532,2017-02-28 10:37:02,traffic,,NO,NO,Unknown,Native American,Male,44.99139695,-93.25119596,2,Nicollet Island - East Bank
15533,2017-02-28 10:55:40,traffic,,NO,NO,Other,Other,Unknown,44.99595039,-93.24615357,2,Beltrami
15534,2017-02-28 11:01:20,suspicious,,NO,NO,Unknown,Unknown,Unknown,44.92778697,-93.2701403,3,Bryant
15535,2017-02-28 11:03:54,traffic,,NO,NO,East African,East African,Male,44.98158,-93.30583,4,Harrison
15536,2017-02-28 11:04:27,traffic,,NO,NO,Unknown,Asian,Male,44.94953471,-93.30536081,5,Cedar - Isles - Dean
15537,2017-02-28 11:16:00,suspicious,,NO,NO,Unknown,Unknown,Unknown,44.94656,-93.24612,3,Corcoran
15538,2017-02-28 11:18:57,traffic,,NO,NO,Unknown,East African,Female,44.9483555,-93.27730268,5,Lyndale
15539,2017-02-28 11:22:33,traffic,,NO,NO,White,White,Male,44.91868672,-93.28444594,5,Tangletown
15540,2017-02-28 11:27:35,traffic,,NO,NO,White,White,Female,44.92049597,-93.28444158,5,King Field
15541,2017-02-28 11:33:33,suspicious,,NO,NO,Black,Black,Male,45.01776238,-93.31462058,4,Cleveland
